profileID,respID,qID,altID,obsID,Certification,Origin,Processing,image
7,1,9,3,9,Fair trade,Sul de Minas,Natural,fairtrade.jpg
16,1,10,1,10,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
5,1,10,2,10,Especial,Sul de Minas,Natural,special.jpg
7,1,10,3,10,Fair trade,Sul de Minas,Natural,fairtrade.jpg
7,1,11,1,11,Fair trade,Sul de Minas,Natural,fairtrade.jpg
12,1,11,2,11,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
6,1,11,3,11,Orgânico,Sul de Minas,Natural,organic.jpg
11,1,12,1,12,Fair trade,Brasil Central,Lavado,fairtrade.jpg
16,1,12,2,12,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
2,1,12,3,12,Orgânico,Brasil Central,Natural,organic.jpg
7,1,13,1,13,Fair trade,Sul de Minas,Natural,fairtrade.jpg
9,1,13,2,13,Especial,Brasil Central,Lavado,special.jpg
10,1,13,3,13,Orgânico,Brasil Central,Lavado,organic.jpg
1,1,14,1,14,Especial,Brasil Central,Natural,special.jpg
8,1,14,2,14,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
3,1,14,3,14,Fair trade,Brasil Central,Natural,fairtrade.jpg
3,1,15,1,15,Fair trade,Brasil Central,Natural,fairtrade.jpg
13,1,15,2,15,Especial,Sul de Minas,Lavado,special.jpg
1,1,15,3,15,Especial,Brasil Central,Natural,special.jpg
4,1,16,1,16,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
9,1,16,2,16,Especial,Brasil Central,Lavado,special.jpg
1,1,16,3,16,Especial,Brasil Central,Natural,special.jpg
2,2,1,1,17,Orgânico,Brasil Central,Natural,organic.jpg
8,2,1,2,17,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
10,2,1,3,17,Orgânico,Brasil Central,Lavado,organic.jpg
3,2,2,1,18,Fair trade,Brasil Central,Natural,fairtrade.jpg
13,2,2,2,18,Especial,Sul de Minas,Lavado,special.jpg
11,2,2,3,18,Fair trade,Brasil Central,Lavado,fairtrade.jpg
3,2,3,1,19,Fair trade,Brasil Central,Natural,fairtrade.jpg
2,2,3,2,19,Orgânico,Brasil Central,Natural,organic.jpg
8,2,3,3,19,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
14,2,4,1,20,Orgânico,Sul de Minas,Lavado,organic.jpg
10,2,4,2,20,Orgânico,Brasil Central,Lavado,organic.jpg
15,2,4,3,20,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
13,2,5,1,21,Especial,Sul de Minas,Lavado,special.jpg
12,2,5,2,21,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
10,2,5,3,21,Orgânico,Brasil Central,Lavado,organic.jpg
14,2,6,1,22,Orgânico,Sul de Minas,Lavado,organic.jpg
12,2,6,2,22,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
4,2,6,3,22,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
16,2,7,1,23,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
1,2,7,2,23,Especial,Brasil Central,Natural,special.jpg
13,2,7,3,23,Especial,Sul de Minas,Lavado,special.jpg
2,2,8,1,24,Orgânico,Brasil Central,Natural,organic.jpg
9,2,8,2,24,Especial,Brasil Central,Lavado,special.jpg
3,2,8,3,24,Fair trade,Brasil Central,Natural,fairtrade.jpg
2,2,9,1,25,Orgânico,Brasil Central,Natural,organic.jpg
15,2,9,2,25,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
16,2,9,3,25,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
11,2,10,1,26,Fair trade,Brasil Central,Lavado,fairtrade.jpg
10,2,10,2,26,Orgânico,Brasil Central,Lavado,organic.jpg
3,2,10,3,26,Fair trade,Brasil Central,Natural,fairtrade.jpg
6,2,11,1,27,Orgânico,Sul de Minas,Natural,organic.jpg
10,2,11,2,27,Orgânico,Brasil Central,Lavado,organic.jpg
4,2,11,3,27,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
3,2,12,1,28,Fair trade,Brasil Central,Natural,fairtrade.jpg
8,2,12,2,28,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
10,2,12,3,28,Orgânico,Brasil Central,Lavado,organic.jpg
7,2,13,1,29,Fair trade,Sul de Minas,Natural,fairtrade.jpg
13,2,13,2,29,Especial,Sul de Minas,Lavado,special.jpg
16,2,13,3,29,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
16,2,14,1,30,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
10,2,14,2,30,Orgânico,Brasil Central,Lavado,organic.jpg
7,2,14,3,30,Fair trade,Sul de Minas,Natural,fairtrade.jpg
15,2,15,1,31,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
13,2,15,2,31,Especial,Sul de Minas,Lavado,special.jpg
4,2,15,3,31,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
10,2,16,1,32,Orgânico,Brasil Central,Lavado,organic.jpg
3,2,16,2,32,Fair trade,Brasil Central,Natural,fairtrade.jpg
4,2,16,3,32,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
9,3,1,1,33,Especial,Brasil Central,Lavado,special.jpg
14,3,1,2,33,Orgânico,Sul de Minas,Lavado,organic.jpg
10,3,1,3,33,Orgânico,Brasil Central,Lavado,organic.jpg
5,3,2,1,34,Especial,Sul de Minas,Natural,special.jpg
11,3,2,2,34,Fair trade,Brasil Central,Lavado,fairtrade.jpg
7,3,2,3,34,Fair trade,Sul de Minas,Natural,fairtrade.jpg
14,3,3,1,35,Orgânico,Sul de Minas,Lavado,organic.jpg
16,3,3,2,35,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
2,3,3,3,35,Orgânico,Brasil Central,Natural,organic.jpg
16,3,4,1,36,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
3,3,4,2,36,Fair trade,Brasil Central,Natural,fairtrade.jpg
14,3,4,3,36,Orgânico,Sul de Minas,Lavado,organic.jpg
16,3,5,1,37,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
5,3,5,2,37,Especial,Sul de Minas,Natural,special.jpg
4,3,5,3,37,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
8,3,6,1,38,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
6,3,6,2,38,Orgânico,Sul de Minas,Natural,organic.jpg
11,3,6,3,38,Fair trade,Brasil Central,Lavado,fairtrade.jpg
7,3,7,1,39,Fair trade,Sul de Minas,Natural,fairtrade.jpg
3,3,7,2,39,Fair trade,Brasil Central,Natural,fairtrade.jpg
6,3,7,3,39,Orgânico,Sul de Minas,Natural,organic.jpg
13,3,8,1,40,Especial,Sul de Minas,Lavado,special.jpg
2,3,8,2,40,Orgânico,Brasil Central,Natural,organic.jpg
8,3,8,3,40,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
5,3,9,1,41,Especial,Sul de Minas,Natural,special.jpg
16,3,9,2,41,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
8,3,9,3,41,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
1,3,10,1,42,Especial,Brasil Central,Natural,special.jpg
9,3,10,2,42,Especial,Brasil Central,Lavado,special.jpg
14,3,10,3,42,Orgânico,Sul de Minas,Lavado,organic.jpg
7,3,11,1,43,Fair trade,Sul de Minas,Natural,fairtrade.jpg
1,3,11,2,43,Especial,Brasil Central,Natural,special.jpg
2,3,11,3,43,Orgânico,Brasil Central,Natural,organic.jpg
16,3,12,1,44,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
15,3,12,2,44,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
10,3,12,3,44,Orgânico,Brasil Central,Lavado,organic.jpg
12,3,13,1,45,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
6,3,13,2,45,Orgânico,Sul de Minas,Natural,organic.jpg
13,3,13,3,45,Especial,Sul de Minas,Lavado,special.jpg
13,3,14,1,46,Especial,Sul de Minas,Lavado,special.jpg
11,3,14,2,46,Fair trade,Brasil Central,Lavado,fairtrade.jpg
8,3,14,3,46,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
4,3,15,1,47,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
11,3,15,2,47,Fair trade,Brasil Central,Lavado,fairtrade.jpg
12,3,15,3,47,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
1,3,16,1,48,Especial,Brasil Central,Natural,special.jpg
4,3,16,2,48,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
7,3,16,3,48,Fair trade,Sul de Minas,Natural,fairtrade.jpg
16,4,1,1,49,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
6,4,1,2,49,Orgânico,Sul de Minas,Natural,organic.jpg
12,4,1,3,49,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
10,4,2,1,50,Orgânico,Brasil Central,Lavado,organic.jpg
15,4,2,2,50,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
13,4,2,3,50,Especial,Sul de Minas,Lavado,special.jpg
12,4,3,1,51,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
8,4,3,2,51,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
7,4,3,3,51,Fair trade,Sul de Minas,Natural,fairtrade.jpg
5,4,4,1,52,Especial,Sul de Minas,Natural,special.jpg
1,4,4,2,52,Especial,Brasil Central,Natural,special.jpg
6,4,4,3,52,Orgânico,Sul de Minas,Natural,organic.jpg
12,4,5,1,53,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
10,4,5,2,53,Orgânico,Brasil Central,Lavado,organic.jpg
1,4,5,3,53,Especial,Brasil Central,Natural,special.jpg
4,4,6,1,54,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
9,4,6,2,54,Especial,Brasil Central,Lavado,special.jpg
5,4,6,3,54,Especial,Sul de Minas,Natural,special.jpg
5,4,7,1,55,Especial,Sul de Minas,Natural,special.jpg
6,4,7,2,55,Orgânico,Sul de Minas,Natural,organic.jpg
3,4,7,3,55,Fair trade,Brasil Central,Natural,fairtrade.jpg
15,4,8,1,56,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
5,4,8,2,56,Especial,Sul de Minas,Natural,special.jpg
4,4,8,3,56,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
6,4,9,1,57,Orgânico,Sul de Minas,Natural,organic.jpg
12,4,9,2,57,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
5,4,9,3,57,Especial,Sul de Minas,Natural,special.jpg
8,4,10,1,58,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
5,4,10,2,58,Especial,Sul de Minas,Natural,special.jpg
15,4,10,3,58,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
9,4,11,1,59,Especial,Brasil Central,Lavado,special.jpg
3,4,11,2,59,Fair trade,Brasil Central,Natural,fairtrade.jpg
5,4,11,3,59,Especial,Sul de Minas,Natural,special.jpg
8,4,12,1,60,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
5,4,12,2,60,Especial,Sul de Minas,Natural,special.jpg
3,4,12,3,60,Fair trade,Brasil Central,Natural,fairtrade.jpg
13,4,13,1,61,Especial,Sul de Minas,Lavado,special.jpg
5,4,13,2,61,Especial,Sul de Minas,Natural,special.jpg
14,4,13,3,61,Orgânico,Sul de Minas,Lavado,organic.jpg
9,4,14,1,62,Especial,Brasil Central,Lavado,special.jpg
4,4,14,2,62,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
8,4,14,3,62,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
3,4,15,1,63,Fair trade,Brasil Central,Natural,fairtrade.jpg
15,4,15,2,63,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
2,4,15,3,63,Orgânico,Brasil Central,Natural,organic.jpg
5,4,16,1,64,Especial,Sul de Minas,Natural,special.jpg
12,4,16,2,64,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
11,4,16,3,64,Fair trade,Brasil Central,Lavado,fairtrade.jpg
2,5,1,1,65,Orgânico,Brasil Central,Natural,organic.jpg
11,5,1,2,65,Fair trade,Brasil Central,Lavado,fairtrade.jpg
6,5,1,3,65,Orgânico,Sul de Minas,Natural,organic.jpg
9,5,2,1,66,Especial,Brasil Central,Lavado,special.jpg
4,5,2,2,66,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
13,5,2,3,66,Especial,Sul de Minas,Lavado,special.jpg
3,5,3,1,67,Fair trade,Brasil Central,Natural,fairtrade.jpg
2,5,3,2,67,Orgânico,Brasil Central,Natural,organic.jpg
4,5,3,3,67,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
13,5,4,1,68,Especial,Sul de Minas,Lavado,special.jpg
15,5,4,2,68,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
12,5,4,3,68,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
6,5,5,1,69,Orgânico,Sul de Minas,Natural,organic.jpg
4,5,5,2,69,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
10,5,5,3,69,Orgânico,Brasil Central,Lavado,organic.jpg
9,5,6,1,70,Especial,Brasil Central,Lavado,special.jpg
5,5,6,2,70,Especial,Sul de Minas,Natural,special.jpg
11,5,6,3,70,Fair trade,Brasil Central,Lavado,fairtrade.jpg
1,5,7,1,71,Especial,Brasil Central,Natural,special.jpg
8,5,7,2,71,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
11,5,7,3,71,Fair trade,Brasil Central,Lavado,fairtrade.jpg
10,5,8,1,72,Orgânico,Brasil Central,Lavado,organic.jpg
9,5,8,2,72,Especial,Brasil Central,Lavado,special.jpg
13,5,8,3,72,Especial,Sul de Minas,Lavado,special.jpg
4,5,9,1,73,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
2,5,9,2,73,Orgânico,Brasil Central,Natural,organic.jpg
7,5,9,3,73,Fair trade,Sul de Minas,Natural,fairtrade.jpg
3,5,10,1,74,Fair trade,Brasil Central,Natural,fairtrade.jpg
5,5,10,2,74,Especial,Sul de Minas,Natural,special.jpg
13,5,10,3,74,Especial,Sul de Minas,Lavado,special.jpg
8,5,11,1,75,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
6,5,11,2,75,Orgânico,Sul de Minas,Natural,organic.jpg
5,5,11,3,75,Especial,Sul de Minas,Natural,special.jpg
9,5,12,1,76,Especial,Brasil Central,Lavado,special.jpg
12,5,12,2,76,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
2,5,12,3,76,Orgânico,Brasil Central,Natural,organic.jpg
14,5,13,1,77,Orgânico,Sul de Minas,Lavado,organic.jpg
13,5,13,2,77,Especial,Sul de Minas,Lavado,special.jpg
1,5,13,3,77,Especial,Brasil Central,Natural,special.jpg
9,5,14,1,78,Especial,Brasil Central,Lavado,special.jpg
4,5,14,2,78,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
15,5,14,3,78,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
5,5,15,1,79,Especial,Sul de Minas,Natural,special.jpg
13,5,15,2,79,Especial,Sul de Minas,Lavado,special.jpg
8,5,15,3,79,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
12,5,16,1,80,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
15,5,16,2,80,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
6,5,16,3,80,Orgânico,Sul de Minas,Natural,organic.jpg
1,6,1,1,81,Especial,Brasil Central,Natural,special.jpg
15,6,1,2,81,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
9,6,1,3,81,Especial,Brasil Central,Lavado,special.jpg
14,6,2,1,82,Orgânico,Sul de Minas,Lavado,organic.jpg
4,6,2,2,82,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
13,6,2,3,82,Especial,Sul de Minas,Lavado,special.jpg
3,6,3,1,83,Fair trade,Brasil Central,Natural,fairtrade.jpg
7,6,3,2,83,Fair trade,Sul de Minas,Natural,fairtrade.jpg
10,6,3,3,83,Orgânico,Brasil Central,Lavado,organic.jpg
11,6,4,1,84,Fair trade,Brasil Central,Lavado,fairtrade.jpg
12,6,4,2,84,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
13,6,4,3,84,Especial,Sul de Minas,Lavado,special.jpg
11,6,5,1,85,Fair trade,Brasil Central,Lavado,fairtrade.jpg
14,6,5,2,85,Orgânico,Sul de Minas,Lavado,organic.jpg
5,6,5,3,85,Especial,Sul de Minas,Natural,special.jpg
13,6,6,1,86,Especial,Sul de Minas,Lavado,special.jpg
2,6,6,2,86,Orgânico,Brasil Central,Natural,organic.jpg
1,6,6,3,86,Especial,Brasil Central,Natural,special.jpg
10,6,7,1,87,Orgânico,Brasil Central,Lavado,organic.jpg
16,6,7,2,87,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
6,6,7,3,87,Orgânico,Sul de Minas,Natural,organic.jpg
2,6,8,1,88,Orgânico,Brasil Central,Natural,organic.jpg
9,6,8,2,88,Especial,Brasil Central,Lavado,special.jpg
4,6,8,3,88,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
8,6,9,1,89,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
16,6,9,2,89,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
7,6,9,3,89,Fair trade,Sul de Minas,Natural,fairtrade.jpg
4,6,10,1,90,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
6,6,10,2,90,Orgânico,Sul de Minas,Natural,organic.jpg
15,6,10,3,90,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
13,6,11,1,91,Especial,Sul de Minas,Lavado,special.jpg
14,6,11,2,91,Orgânico,Sul de Minas,Lavado,organic.jpg
5,6,11,3,91,Especial,Sul de Minas,Natural,special.jpg
10,6,12,1,92,Orgânico,Brasil Central,Lavado,organic.jpg
12,6,12,2,92,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
7,6,12,3,92,Fair trade,Sul de Minas,Natural,fairtrade.jpg
6,6,13,1,93,Orgânico,Sul de Minas,Natural,organic.jpg
12,6,13,2,93,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
5,6,13,3,93,Especial,Sul de Minas,Natural,special.jpg
9,6,14,1,94,Especial,Brasil Central,Lavado,special.jpg
7,6,14,2,94,Fair trade,Sul de Minas,Natural,fairtrade.jpg
15,6,14,3,94,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
11,6,15,1,95,Fair trade,Brasil Central,Lavado,fairtrade.jpg
12,6,15,2,95,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
2,6,15,3,95,Orgânico,Brasil Central,Natural,organic.jpg
12,6,16,1,96,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
3,6,16,2,96,Fair trade,Brasil Central,Natural,fairtrade.jpg
6,6,16,3,96,Orgânico,Sul de Minas,Natural,organic.jpg
10,7,1,1,97,Orgânico,Brasil Central,Lavado,organic.jpg
15,7,1,2,97,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
3,7,1,3,97,Fair trade,Brasil Central,Natural,fairtrade.jpg
9,7,2,1,98,Especial,Brasil Central,Lavado,special.jpg
8,7,2,2,98,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
15,7,2,3,98,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
1,7,3,1,99,Especial,Brasil Central,Natural,special.jpg
11,7,3,2,99,Fair trade,Brasil Central,Lavado,fairtrade.jpg
14,7,3,3,99,Orgânico,Sul de Minas,Lavado,organic.jpg
9,7,4,1,100,Especial,Brasil Central,Lavado,special.jpg
7,7,4,2,100,Fair trade,Sul de Minas,Natural,fairtrade.jpg
6,7,4,3,100,Orgânico,Sul de Minas,Natural,organic.jpg
8,7,5,1,101,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
9,7,5,2,101,Especial,Brasil Central,Lavado,special.jpg
5,7,5,3,101,Especial,Sul de Minas,Natural,special.jpg
3,7,6,1,102,Fair trade,Brasil Central,Natural,fairtrade.jpg
10,7,6,2,102,Orgânico,Brasil Central,Lavado,organic.jpg
9,7,6,3,102,Especial,Brasil Central,Lavado,special.jpg
11,7,7,1,103,Fair trade,Brasil Central,Lavado,fairtrade.jpg
12,7,7,2,103,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
6,7,7,3,103,Orgânico,Sul de Minas,Natural,organic.jpg
9,7,8,1,104,Especial,Brasil Central,Lavado,special.jpg
5,7,8,2,104,Especial,Sul de Minas,Natural,special.jpg
2,7,8,3,104,Orgânico,Brasil Central,Natural,organic.jpg
9,7,9,1,105,Especial,Brasil Central,Lavado,special.jpg
14,7,9,2,105,Orgânico,Sul de Minas,Lavado,organic.jpg
8,7,9,3,105,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
8,7,10,1,106,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
1,7,10,2,106,Especial,Brasil Central,Natural,special.jpg
3,7,10,3,106,Fair trade,Brasil Central,Natural,fairtrade.jpg
9,7,11,1,107,Especial,Brasil Central,Lavado,special.jpg
8,7,11,2,107,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
3,7,11,3,107,Fair trade,Brasil Central,Natural,fairtrade.jpg
2,7,12,1,108,Orgânico,Brasil Central,Natural,organic.jpg
9,7,12,2,108,Especial,Brasil Central,Lavado,special.jpg
10,7,12,3,108,Orgânico,Brasil Central,Lavado,organic.jpg
3,7,13,1,109,Fair trade,Brasil Central,Natural,fairtrade.jpg
9,7,13,2,109,Especial,Brasil Central,Lavado,special.jpg
11,7,13,3,109,Fair trade,Brasil Central,Lavado,fairtrade.jpg
16,7,14,1,110,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
15,7,14,2,110,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
3,7,14,3,110,Fair trade,Brasil Central,Natural,fairtrade.jpg
12,7,15,1,111,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
2,7,15,2,111,Orgânico,Brasil Central,Natural,organic.jpg
13,7,15,3,111,Especial,Sul de Minas,Lavado,special.jpg
16,7,16,1,112,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
5,7,16,2,112,Especial,Sul de Minas,Natural,special.jpg
3,7,16,3,112,Fair trade,Brasil Central,Natural,fairtrade.jpg
2,8,1,1,113,Orgânico,Brasil Central,Natural,organic.jpg
6,8,1,2,113,Orgânico,Sul de Minas,Natural,organic.jpg
15,8,1,3,113,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
16,8,2,1,114,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
14,8,2,2,114,Orgânico,Sul de Minas,Lavado,organic.jpg
8,8,2,3,114,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
11,8,3,1,115,Fair trade,Brasil Central,Lavado,fairtrade.jpg
2,8,3,2,115,Orgânico,Brasil Central,Natural,organic.jpg
14,8,3,3,115,Orgânico,Sul de Minas,Lavado,organic.jpg
4,8,4,1,116,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
11,8,4,2,116,Fair trade,Brasil Central,Lavado,fairtrade.jpg
16,8,4,3,116,Rainforestry Alliance,Sul de Minas,Lavado,agroforestry.jpg
12,8,5,1,117,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
1,8,5,2,117,Especial,Brasil Central,Natural,special.jpg
15,8,5,3,117,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
13,8,6,1,118,Especial,Sul de Minas,Lavado,special.jpg
9,8,6,2,118,Especial,Brasil Central,Lavado,special.jpg
8,8,6,3,118,Rainforestry Alliance,Sul de Minas,Natural,agroforestry.jpg
13,8,7,1,119,Especial,Sul de Minas,Lavado,special.jpg
1,8,7,2,119,Especial,Brasil Central,Natural,special.jpg
15,8,7,3,119,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
3,8,8,1,120,Fair trade,Brasil Central,Natural,fairtrade.jpg
5,8,8,2,120,Especial,Sul de Minas,Natural,special.jpg
11,8,8,3,120,Fair trade,Brasil Central,Lavado,fairtrade.jpg
13,8,9,1,121,Especial,Sul de Minas,Lavado,special.jpg
15,8,9,2,121,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
11,8,9,3,121,Fair trade,Brasil Central,Lavado,fairtrade.jpg
5,8,10,1,122,Especial,Sul de Minas,Natural,special.jpg
14,8,10,2,122,Orgânico,Sul de Minas,Lavado,organic.jpg
15,8,10,3,122,Fair trade,Sul de Minas,Lavado,fairtrade.jpg
2,8,11,1,123,Orgânico,Brasil Central,Natural,organic.jpg
4,8,11,2,123,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
11,8,11,3,123,Fair trade,Brasil Central,Lavado,fairtrade.jpg
9,8,12,1,124,Especial,Brasil Central,Lavado,special.jpg
5,8,12,2,124,Especial,Sul de Minas,Natural,special.jpg
10,8,12,3,124,Orgânico,Brasil Central,Lavado,organic.jpg
2,8,13,1,125,Orgânico,Brasil Central,Natural,organic.jpg
14,8,13,2,125,Orgânico,Sul de Minas,Lavado,organic.jpg
4,8,13,3,125,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
13,8,14,1,126,Especial,Sul de Minas,Lavado,special.jpg
12,8,14,2,126,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
11,8,14,3,126,Fair trade,Brasil Central,Lavado,fairtrade.jpg
