profileID,respID,qID,altID,obsID,Certification,Origin,Processing,image
9,1,12,3,12,Especial,Brasil Central,Lavado,special.jpg
7,1,13,1,13,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
5,1,13,2,13,Especial,Cerrado Mineiro,Natural,special.jpg
11,1,13,3,13,Fair trade,Brasil Central,Lavado,fairtrade.jpg
15,1,14,1,14,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
14,1,14,2,14,Organico,Cerrado Mineiro,Lavado,organic.jpg
10,1,14,3,14,Organico,Brasil Central,Lavado,organic.jpg
9,1,15,1,15,Especial,Brasil Central,Lavado,special.jpg
12,1,15,2,15,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
11,1,15,3,15,Fair trade,Brasil Central,Lavado,fairtrade.jpg
5,1,16,1,16,Especial,Cerrado Mineiro,Natural,special.jpg
2,1,16,2,16,Organico,Brasil Central,Natural,organic.jpg
8,1,16,3,16,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
7,2,1,1,17,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,2,1,2,17,Organico,Cerrado Mineiro,Natural,organic.jpg
4,2,1,3,17,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
9,2,2,1,18,Especial,Brasil Central,Lavado,special.jpg
11,2,2,2,18,Fair trade,Brasil Central,Lavado,fairtrade.jpg
15,2,2,3,18,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
4,2,3,1,19,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
1,2,3,2,19,Especial,Brasil Central,Natural,special.jpg
6,2,3,3,19,Organico,Cerrado Mineiro,Natural,organic.jpg
16,2,4,1,20,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
14,2,4,2,20,Organico,Cerrado Mineiro,Lavado,organic.jpg
15,2,4,3,20,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
9,2,5,1,21,Especial,Brasil Central,Lavado,special.jpg
15,2,5,2,21,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
16,2,5,3,21,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
7,2,6,1,22,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,2,6,2,22,Especial,Brasil Central,Natural,special.jpg
8,2,6,3,22,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
12,2,7,1,23,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
11,2,7,2,23,Fair trade,Brasil Central,Lavado,fairtrade.jpg
8,2,7,3,23,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
15,2,8,1,24,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
14,2,8,2,24,Organico,Cerrado Mineiro,Lavado,organic.jpg
6,2,8,3,24,Organico,Cerrado Mineiro,Natural,organic.jpg
5,2,9,1,25,Especial,Cerrado Mineiro,Natural,special.jpg
9,2,9,2,25,Especial,Brasil Central,Lavado,special.jpg
7,2,9,3,25,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,2,10,1,26,Organico,Cerrado Mineiro,Natural,organic.jpg
11,2,10,2,26,Fair trade,Brasil Central,Lavado,fairtrade.jpg
7,2,10,3,26,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,2,11,1,27,Especial,Brasil Central,Natural,special.jpg
10,2,11,2,27,Organico,Brasil Central,Lavado,organic.jpg
11,2,11,3,27,Fair trade,Brasil Central,Lavado,fairtrade.jpg
1,2,12,1,28,Especial,Brasil Central,Natural,special.jpg
5,2,12,2,28,Especial,Cerrado Mineiro,Natural,special.jpg
11,2,12,3,28,Fair trade,Brasil Central,Lavado,fairtrade.jpg
6,2,13,1,29,Organico,Cerrado Mineiro,Natural,organic.jpg
1,2,13,2,29,Especial,Brasil Central,Natural,special.jpg
10,2,13,3,29,Organico,Brasil Central,Lavado,organic.jpg
12,2,14,1,30,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
13,2,14,2,30,Especial,Cerrado Mineiro,Lavado,special.jpg
3,2,14,3,30,Fair trade,Brasil Central,Natural,fairtrade.jpg
2,2,15,1,31,Organico,Brasil Central,Natural,organic.jpg
12,2,15,2,31,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
8,2,15,3,31,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,2,16,1,32,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
9,2,16,2,32,Especial,Brasil Central,Lavado,special.jpg
15,2,16,3,32,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
5,3,1,1,33,Especial,Cerrado Mineiro,Natural,special.jpg
10,3,1,2,33,Organico,Brasil Central,Lavado,organic.jpg
13,3,1,3,33,Especial,Cerrado Mineiro,Lavado,special.jpg
10,3,2,1,34,Organico,Brasil Central,Lavado,organic.jpg
2,3,2,2,34,Organico,Brasil Central,Natural,organic.jpg
16,3,2,3,34,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
11,3,3,1,35,Fair trade,Brasil Central,Lavado,fairtrade.jpg
2,3,3,2,35,Organico,Brasil Central,Natural,organic.jpg
9,3,3,3,35,Especial,Brasil Central,Lavado,special.jpg
4,3,4,1,36,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
12,3,4,2,36,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
7,3,4,3,36,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
11,3,5,1,37,Fair trade,Brasil Central,Lavado,fairtrade.jpg
14,3,5,2,37,Organico,Cerrado Mineiro,Lavado,organic.jpg
15,3,5,3,37,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
4,3,6,1,38,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
14,3,6,2,38,Organico,Cerrado Mineiro,Lavado,organic.jpg
3,3,6,3,38,Fair trade,Brasil Central,Natural,fairtrade.jpg
15,3,7,1,39,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
3,3,7,2,39,Fair trade,Brasil Central,Natural,fairtrade.jpg
4,3,7,3,39,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
3,3,8,1,40,Fair trade,Brasil Central,Natural,fairtrade.jpg
7,3,8,2,40,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
12,3,8,3,40,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
14,3,9,1,41,Organico,Cerrado Mineiro,Lavado,organic.jpg
7,3,9,2,41,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
15,3,9,3,41,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
3,3,10,1,42,Fair trade,Brasil Central,Natural,fairtrade.jpg
2,3,10,2,42,Organico,Brasil Central,Natural,organic.jpg
10,3,10,3,42,Organico,Brasil Central,Lavado,organic.jpg
2,3,11,1,43,Organico,Brasil Central,Natural,organic.jpg
7,3,11,2,43,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
10,3,11,3,43,Organico,Brasil Central,Lavado,organic.jpg
9,3,12,1,44,Especial,Brasil Central,Lavado,special.jpg
16,3,12,2,44,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
2,3,12,3,44,Organico,Brasil Central,Natural,organic.jpg
9,3,13,1,45,Especial,Brasil Central,Lavado,special.jpg
3,3,13,2,45,Fair trade,Brasil Central,Natural,fairtrade.jpg
7,3,13,3,45,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
10,3,14,1,46,Organico,Brasil Central,Lavado,organic.jpg
14,3,14,2,46,Organico,Cerrado Mineiro,Lavado,organic.jpg
4,3,14,3,46,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
11,3,15,1,47,Fair trade,Brasil Central,Lavado,fairtrade.jpg
6,3,15,2,47,Organico,Cerrado Mineiro,Natural,organic.jpg
15,3,15,3,47,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
16,3,16,1,48,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
8,3,16,2,48,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
1,3,16,3,48,Especial,Brasil Central,Natural,special.jpg
10,4,1,1,49,Organico,Brasil Central,Lavado,organic.jpg
12,4,1,2,49,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
16,4,1,3,49,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
3,4,2,1,50,Fair trade,Brasil Central,Natural,fairtrade.jpg
10,4,2,2,50,Organico,Brasil Central,Lavado,organic.jpg
9,4,2,3,50,Especial,Brasil Central,Lavado,special.jpg
7,4,3,1,51,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
3,4,3,2,51,Fair trade,Brasil Central,Natural,fairtrade.jpg
11,4,3,3,51,Fair trade,Brasil Central,Lavado,fairtrade.jpg
9,4,4,1,52,Especial,Brasil Central,Lavado,special.jpg
15,4,4,2,52,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
8,4,4,3,52,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
9,4,5,1,53,Especial,Brasil Central,Lavado,special.jpg
6,4,5,2,53,Organico,Cerrado Mineiro,Natural,organic.jpg
8,4,5,3,53,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
6,4,6,1,54,Organico,Cerrado Mineiro,Natural,organic.jpg
14,4,6,2,54,Organico,Cerrado Mineiro,Lavado,organic.jpg
2,4,6,3,54,Organico,Brasil Central,Natural,organic.jpg
2,4,7,1,55,Organico,Brasil Central,Natural,organic.jpg
16,4,7,2,55,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
4,4,7,3,55,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
15,4,8,1,56,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
7,4,8,2,56,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
11,4,8,3,56,Fair trade,Brasil Central,Lavado,fairtrade.jpg
8,4,9,1,57,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
12,4,9,2,57,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
10,4,9,3,57,Organico,Brasil Central,Lavado,organic.jpg
16,4,10,1,58,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
11,4,10,2,58,Fair trade,Brasil Central,Lavado,fairtrade.jpg
4,4,10,3,58,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
2,4,11,1,59,Organico,Brasil Central,Natural,organic.jpg
10,4,11,2,59,Organico,Brasil Central,Lavado,organic.jpg
3,4,11,3,59,Fair trade,Brasil Central,Natural,fairtrade.jpg
10,4,12,1,60,Organico,Brasil Central,Lavado,organic.jpg
15,4,12,2,60,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
2,4,12,3,60,Organico,Brasil Central,Natural,organic.jpg
6,4,13,1,61,Organico,Cerrado Mineiro,Natural,organic.jpg
8,4,13,2,61,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
5,4,13,3,61,Especial,Cerrado Mineiro,Natural,special.jpg
10,4,14,1,62,Organico,Brasil Central,Lavado,organic.jpg
5,4,14,2,62,Especial,Cerrado Mineiro,Natural,special.jpg
4,4,14,3,62,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
12,4,15,1,63,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
14,4,15,2,63,Organico,Cerrado Mineiro,Lavado,organic.jpg
2,4,15,3,63,Organico,Brasil Central,Natural,organic.jpg
5,4,16,1,64,Especial,Cerrado Mineiro,Natural,special.jpg
2,4,16,2,64,Organico,Brasil Central,Natural,organic.jpg
1,4,16,3,64,Especial,Brasil Central,Natural,special.jpg
14,5,1,1,65,Organico,Cerrado Mineiro,Lavado,organic.jpg
5,5,1,2,65,Especial,Cerrado Mineiro,Natural,special.jpg
4,5,1,3,65,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
10,5,2,1,66,Organico,Brasil Central,Lavado,organic.jpg
11,5,2,2,66,Fair trade,Brasil Central,Lavado,fairtrade.jpg
5,5,2,3,66,Especial,Cerrado Mineiro,Natural,special.jpg
8,5,3,1,67,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
9,5,3,2,67,Especial,Brasil Central,Lavado,special.jpg
16,5,3,3,67,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
12,5,4,1,68,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
11,5,4,2,68,Fair trade,Brasil Central,Lavado,fairtrade.jpg
2,5,4,3,68,Organico,Brasil Central,Natural,organic.jpg
11,5,5,1,69,Fair trade,Brasil Central,Lavado,fairtrade.jpg
2,5,5,2,69,Organico,Brasil Central,Natural,organic.jpg
1,5,5,3,69,Especial,Brasil Central,Natural,special.jpg
13,5,6,1,70,Especial,Cerrado Mineiro,Lavado,special.jpg
5,5,6,2,70,Especial,Cerrado Mineiro,Natural,special.jpg
14,5,6,3,70,Organico,Cerrado Mineiro,Lavado,organic.jpg
13,5,7,1,71,Especial,Cerrado Mineiro,Lavado,special.jpg
2,5,7,2,71,Organico,Brasil Central,Natural,organic.jpg
7,5,7,3,71,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,5,8,1,72,Organico,Brasil Central,Natural,organic.jpg
5,5,8,2,72,Especial,Cerrado Mineiro,Natural,special.jpg
6,5,8,3,72,Organico,Cerrado Mineiro,Natural,organic.jpg
15,5,9,1,73,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
9,5,9,2,73,Especial,Brasil Central,Lavado,special.jpg
3,5,9,3,73,Fair trade,Brasil Central,Natural,fairtrade.jpg
9,5,10,1,74,Especial,Brasil Central,Lavado,special.jpg
10,5,10,2,74,Organico,Brasil Central,Lavado,organic.jpg
6,5,10,3,74,Organico,Cerrado Mineiro,Natural,organic.jpg
6,5,11,1,75,Organico,Cerrado Mineiro,Natural,organic.jpg
14,5,11,2,75,Organico,Cerrado Mineiro,Lavado,organic.jpg
11,5,11,3,75,Fair trade,Brasil Central,Lavado,fairtrade.jpg
4,5,12,1,76,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
5,5,12,2,76,Especial,Cerrado Mineiro,Natural,special.jpg
8,5,12,3,76,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,5,13,1,77,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
1,5,13,2,77,Especial,Brasil Central,Natural,special.jpg
10,5,13,3,77,Organico,Brasil Central,Lavado,organic.jpg
9,5,14,1,78,Especial,Brasil Central,Lavado,special.jpg
11,5,14,2,78,Fair trade,Brasil Central,Lavado,fairtrade.jpg
7,5,14,3,78,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
7,5,15,1,79,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
5,5,15,2,79,Especial,Cerrado Mineiro,Natural,special.jpg
14,5,15,3,79,Organico,Cerrado Mineiro,Lavado,organic.jpg
1,5,16,1,80,Especial,Brasil Central,Natural,special.jpg
4,5,16,2,80,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
12,5,16,3,80,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
4,6,1,1,81,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
15,6,1,2,81,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
10,6,1,3,81,Organico,Brasil Central,Lavado,organic.jpg
9,6,2,1,82,Especial,Brasil Central,Lavado,special.jpg
6,6,2,2,82,Organico,Cerrado Mineiro,Natural,organic.jpg
4,6,2,3,82,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
3,6,3,1,83,Fair trade,Brasil Central,Natural,fairtrade.jpg
10,6,3,2,83,Organico,Brasil Central,Lavado,organic.jpg
9,6,3,3,83,Especial,Brasil Central,Lavado,special.jpg
5,6,4,1,84,Especial,Cerrado Mineiro,Natural,special.jpg
11,6,4,2,84,Fair trade,Brasil Central,Lavado,fairtrade.jpg
15,6,4,3,84,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
5,6,5,1,85,Especial,Cerrado Mineiro,Natural,special.jpg
2,6,5,2,85,Organico,Brasil Central,Natural,organic.jpg
1,6,5,3,85,Especial,Brasil Central,Natural,special.jpg
14,6,6,1,86,Organico,Cerrado Mineiro,Lavado,organic.jpg
9,6,6,2,86,Especial,Brasil Central,Lavado,special.jpg
4,6,6,3,86,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
9,6,7,1,87,Especial,Brasil Central,Lavado,special.jpg
14,6,7,2,87,Organico,Cerrado Mineiro,Lavado,organic.jpg
6,6,7,3,87,Organico,Cerrado Mineiro,Natural,organic.jpg
12,6,8,1,88,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
9,6,8,2,88,Especial,Brasil Central,Lavado,special.jpg
13,6,8,3,88,Especial,Cerrado Mineiro,Lavado,special.jpg
4,6,9,1,89,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
2,6,9,2,89,Organico,Brasil Central,Natural,organic.jpg
8,6,9,3,89,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
2,6,10,1,90,Organico,Brasil Central,Natural,organic.jpg
12,6,10,2,90,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
1,6,10,3,90,Especial,Brasil Central,Natural,special.jpg
8,6,11,1,91,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
6,6,11,2,91,Organico,Cerrado Mineiro,Natural,organic.jpg
7,6,11,3,91,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
4,6,12,1,92,Rainforestry Alliance,Brasil Central,Natural,agroforestry.jpg
11,6,12,2,92,Fair trade,Brasil Central,Lavado,fairtrade.jpg
8,6,12,3,92,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
16,6,13,1,93,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
2,6,13,2,93,Organico,Brasil Central,Natural,organic.jpg
14,6,13,3,93,Organico,Cerrado Mineiro,Lavado,organic.jpg
13,6,14,1,94,Especial,Cerrado Mineiro,Lavado,special.jpg
9,6,14,2,94,Especial,Brasil Central,Lavado,special.jpg
2,6,14,3,94,Organico,Brasil Central,Natural,organic.jpg
7,6,15,1,95,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,6,15,2,95,Organico,Brasil Central,Natural,organic.jpg
9,6,15,3,95,Especial,Brasil Central,Lavado,special.jpg
12,6,16,1,96,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
14,6,16,2,96,Organico,Cerrado Mineiro,Lavado,organic.jpg
11,6,16,3,96,Fair trade,Brasil Central,Lavado,fairtrade.jpg
1,7,1,1,97,Especial,Brasil Central,Natural,special.jpg
12,7,1,2,97,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
8,7,1,3,97,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
9,7,2,1,98,Especial,Brasil Central,Lavado,special.jpg
6,7,2,2,98,Organico,Cerrado Mineiro,Natural,organic.jpg
2,7,2,3,98,Organico,Brasil Central,Natural,organic.jpg
1,7,3,1,99,Especial,Brasil Central,Natural,special.jpg
8,7,3,2,99,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
7,7,3,3,99,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
12,7,4,1,100,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
11,7,4,2,100,Fair trade,Brasil Central,Lavado,fairtrade.jpg
13,7,4,3,100,Especial,Cerrado Mineiro,Lavado,special.jpg
2,7,5,1,101,Organico,Brasil Central,Natural,organic.jpg
11,7,5,2,101,Fair trade,Brasil Central,Lavado,fairtrade.jpg
15,7,5,3,101,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
15,7,6,1,102,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
9,7,6,2,102,Especial,Brasil Central,Lavado,special.jpg
11,7,6,3,102,Fair trade,Brasil Central,Lavado,fairtrade.jpg
14,7,7,1,103,Organico,Cerrado Mineiro,Lavado,organic.jpg
2,7,7,2,103,Organico,Brasil Central,Natural,organic.jpg
7,7,7,3,103,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
16,7,8,1,104,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
7,7,8,2,104,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,7,8,3,104,Organico,Cerrado Mineiro,Natural,organic.jpg
6,7,9,1,105,Organico,Cerrado Mineiro,Natural,organic.jpg
1,7,9,2,105,Especial,Brasil Central,Natural,special.jpg
3,7,9,3,105,Fair trade,Brasil Central,Natural,fairtrade.jpg
9,7,10,1,106,Especial,Brasil Central,Lavado,special.jpg
7,7,10,2,106,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
16,7,10,3,106,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
12,7,11,1,107,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
8,7,11,2,107,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
3,7,11,3,107,Fair trade,Brasil Central,Natural,fairtrade.jpg
5,7,12,1,108,Especial,Cerrado Mineiro,Natural,special.jpg
2,7,12,2,108,Organico,Brasil Central,Natural,organic.jpg
13,7,12,3,108,Especial,Cerrado Mineiro,Lavado,special.jpg
7,7,13,1,109,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
13,7,13,2,109,Especial,Cerrado Mineiro,Lavado,special.jpg
11,7,13,3,109,Fair trade,Brasil Central,Lavado,fairtrade.jpg
5,7,14,1,110,Especial,Cerrado Mineiro,Natural,special.jpg
8,7,14,2,110,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
7,7,14,3,110,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
14,7,15,1,111,Organico,Cerrado Mineiro,Lavado,organic.jpg
5,7,15,2,111,Especial,Cerrado Mineiro,Natural,special.jpg
9,7,15,3,111,Especial,Brasil Central,Lavado,special.jpg
12,7,16,1,112,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
5,7,16,2,112,Especial,Cerrado Mineiro,Natural,special.jpg
10,7,16,3,112,Organico,Brasil Central,Lavado,organic.jpg
3,8,1,1,113,Fair trade,Brasil Central,Natural,fairtrade.jpg
15,8,1,2,113,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
2,8,1,3,113,Organico,Brasil Central,Natural,organic.jpg
3,8,2,1,114,Fair trade,Brasil Central,Natural,fairtrade.jpg
14,8,2,2,114,Organico,Cerrado Mineiro,Lavado,organic.jpg
1,8,2,3,114,Especial,Brasil Central,Natural,special.jpg
2,8,3,1,115,Organico,Brasil Central,Natural,organic.jpg
5,8,3,2,115,Especial,Cerrado Mineiro,Natural,special.jpg
11,8,3,3,115,Fair trade,Brasil Central,Lavado,fairtrade.jpg
7,8,4,1,116,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
10,8,4,2,116,Organico,Brasil Central,Lavado,organic.jpg
6,8,4,3,116,Organico,Cerrado Mineiro,Natural,organic.jpg
13,8,5,1,117,Especial,Cerrado Mineiro,Lavado,special.jpg
15,8,5,2,117,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
6,8,5,3,117,Organico,Cerrado Mineiro,Natural,organic.jpg
16,8,6,1,118,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
1,8,6,2,118,Especial,Brasil Central,Natural,special.jpg
15,8,6,3,118,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
14,8,7,1,119,Organico,Cerrado Mineiro,Lavado,organic.jpg
5,8,7,2,119,Especial,Cerrado Mineiro,Natural,special.jpg
15,8,7,3,119,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
11,8,8,1,120,Fair trade,Brasil Central,Lavado,fairtrade.jpg
7,8,8,2,120,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
8,8,8,3,120,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
6,8,9,1,121,Organico,Cerrado Mineiro,Natural,organic.jpg
1,8,9,2,121,Especial,Brasil Central,Natural,special.jpg
2,8,9,3,121,Organico,Brasil Central,Natural,organic.jpg
10,8,10,1,122,Organico,Brasil Central,Lavado,organic.jpg
9,8,10,2,122,Especial,Brasil Central,Lavado,special.jpg
12,8,10,3,122,Rainforestry Alliance,Brasil Central,Lavado,agroforestry.jpg
5,8,11,1,123,Especial,Cerrado Mineiro,Natural,special.jpg
2,8,11,2,123,Organico,Brasil Central,Natural,organic.jpg
1,8,11,3,123,Especial,Brasil Central,Natural,special.jpg
6,8,12,1,124,Organico,Cerrado Mineiro,Natural,organic.jpg
8,8,12,2,124,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
