profileID,respID,qID,altID,obsID,Certification,Origin,Processing,image
3,2,11,2,27,Fair trade,Planalto Central,Natural,fairtrade.jpg
8,2,11,3,27,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
13,2,12,1,28,Especial,Cerrado Mineiro,Lavado,special.jpg
3,2,12,2,28,Fair trade,Planalto Central,Natural,fairtrade.jpg
16,2,12,3,28,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
13,2,13,1,29,Especial,Cerrado Mineiro,Lavado,special.jpg
2,2,13,2,29,Organico,Planalto Central,Natural,organic.jpg
11,2,13,3,29,Fair trade,Planalto Central,Lavado,fairtrade.jpg
2,2,14,1,30,Organico,Planalto Central,Natural,organic.jpg
6,2,14,2,30,Organico,Cerrado Mineiro,Natural,organic.jpg
4,2,14,3,30,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
1,2,15,1,31,Especial,Planalto Central,Natural,special.jpg
16,2,15,2,31,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
7,2,15,3,31,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
8,2,16,1,32,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
3,2,16,2,32,Fair trade,Planalto Central,Natural,fairtrade.jpg
16,2,16,3,32,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
16,3,1,1,33,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
8,3,1,2,33,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
14,3,1,3,33,Organico,Cerrado Mineiro,Lavado,organic.jpg
8,3,2,1,34,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
14,3,2,2,34,Organico,Cerrado Mineiro,Lavado,organic.jpg
6,3,2,3,34,Organico,Cerrado Mineiro,Natural,organic.jpg
16,3,3,1,35,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
13,3,3,2,35,Especial,Cerrado Mineiro,Lavado,special.jpg
10,3,3,3,35,Organico,Planalto Central,Lavado,organic.jpg
9,3,4,1,36,Especial,Planalto Central,Lavado,special.jpg
4,3,4,2,36,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
6,3,4,3,36,Organico,Cerrado Mineiro,Natural,organic.jpg
12,3,5,1,37,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
11,3,5,2,37,Fair trade,Planalto Central,Lavado,fairtrade.jpg
8,3,5,3,37,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,3,6,1,38,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
9,3,6,2,38,Especial,Planalto Central,Lavado,special.jpg
5,3,6,3,38,Especial,Cerrado Mineiro,Natural,special.jpg
4,3,7,1,39,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
13,3,7,2,39,Especial,Cerrado Mineiro,Lavado,special.jpg
7,3,7,3,39,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
15,3,8,1,40,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
3,3,8,2,40,Fair trade,Planalto Central,Natural,fairtrade.jpg
5,3,8,3,40,Especial,Cerrado Mineiro,Natural,special.jpg
9,3,9,1,41,Especial,Planalto Central,Lavado,special.jpg
4,3,9,2,41,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
1,3,9,3,41,Especial,Planalto Central,Natural,special.jpg
14,3,10,1,42,Organico,Cerrado Mineiro,Lavado,organic.jpg
3,3,10,2,42,Fair trade,Planalto Central,Natural,fairtrade.jpg
4,3,10,3,42,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
1,3,11,1,43,Especial,Planalto Central,Natural,special.jpg
10,3,11,2,43,Organico,Planalto Central,Lavado,organic.jpg
9,3,11,3,43,Especial,Planalto Central,Lavado,special.jpg
13,3,12,1,44,Especial,Cerrado Mineiro,Lavado,special.jpg
3,3,12,2,44,Fair trade,Planalto Central,Natural,fairtrade.jpg
6,3,12,3,44,Organico,Cerrado Mineiro,Natural,organic.jpg
12,3,13,1,45,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
13,3,13,2,45,Especial,Cerrado Mineiro,Lavado,special.jpg
10,3,13,3,45,Organico,Planalto Central,Lavado,organic.jpg
7,3,14,1,46,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
10,3,14,2,46,Organico,Planalto Central,Lavado,organic.jpg
13,3,14,3,46,Especial,Cerrado Mineiro,Lavado,special.jpg
1,3,15,1,47,Especial,Planalto Central,Natural,special.jpg
8,3,15,2,47,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
16,3,15,3,47,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
4,3,16,1,48,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
5,3,16,2,48,Especial,Cerrado Mineiro,Natural,special.jpg
14,3,16,3,48,Organico,Cerrado Mineiro,Lavado,organic.jpg
6,4,1,1,49,Organico,Cerrado Mineiro,Natural,organic.jpg
7,4,1,2,49,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
5,4,1,3,49,Especial,Cerrado Mineiro,Natural,special.jpg
1,4,2,1,50,Especial,Planalto Central,Natural,special.jpg
10,4,2,2,50,Organico,Planalto Central,Lavado,organic.jpg
16,4,2,3,50,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
14,4,3,1,51,Organico,Cerrado Mineiro,Lavado,organic.jpg
13,4,3,2,51,Especial,Cerrado Mineiro,Lavado,special.jpg
12,4,3,3,51,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
14,4,4,1,52,Organico,Cerrado Mineiro,Lavado,organic.jpg
10,4,4,2,52,Organico,Planalto Central,Lavado,organic.jpg
15,4,4,3,52,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
7,4,5,1,53,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
11,4,5,2,53,Fair trade,Planalto Central,Lavado,fairtrade.jpg
15,4,5,3,53,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
5,4,6,1,54,Especial,Cerrado Mineiro,Natural,special.jpg
16,4,6,2,54,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
7,4,6,3,54,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,4,7,1,55,Organico,Cerrado Mineiro,Natural,organic.jpg
10,4,7,2,55,Organico,Planalto Central,Lavado,organic.jpg
5,4,7,3,55,Especial,Cerrado Mineiro,Natural,special.jpg
4,4,8,1,56,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
6,4,8,2,56,Organico,Cerrado Mineiro,Natural,organic.jpg
11,4,8,3,56,Fair trade,Planalto Central,Lavado,fairtrade.jpg
7,4,9,1,57,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,4,9,2,57,Organico,Planalto Central,Natural,organic.jpg
4,4,9,3,57,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
1,4,10,1,58,Especial,Planalto Central,Natural,special.jpg
16,4,10,2,58,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
12,4,10,3,58,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
14,4,11,1,59,Organico,Cerrado Mineiro,Lavado,organic.jpg
3,4,11,2,59,Fair trade,Planalto Central,Natural,fairtrade.jpg
1,4,11,3,59,Especial,Planalto Central,Natural,special.jpg
16,4,12,1,60,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
3,4,12,2,60,Fair trade,Planalto Central,Natural,fairtrade.jpg
13,4,12,3,60,Especial,Cerrado Mineiro,Lavado,special.jpg
3,4,13,1,61,Fair trade,Planalto Central,Natural,fairtrade.jpg
9,4,13,2,61,Especial,Planalto Central,Lavado,special.jpg
1,4,13,3,61,Especial,Planalto Central,Natural,special.jpg
2,4,14,1,62,Organico,Planalto Central,Natural,organic.jpg
15,4,14,2,62,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
9,4,14,3,62,Especial,Planalto Central,Lavado,special.jpg
9,4,15,1,63,Especial,Planalto Central,Lavado,special.jpg
11,4,15,2,63,Fair trade,Planalto Central,Lavado,fairtrade.jpg
3,4,15,3,63,Fair trade,Planalto Central,Natural,fairtrade.jpg
15,4,16,1,64,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
16,4,16,2,64,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
8,4,16,3,64,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
9,5,1,1,65,Especial,Planalto Central,Lavado,special.jpg
10,5,1,2,65,Organico,Planalto Central,Lavado,organic.jpg
3,5,1,3,65,Fair trade,Planalto Central,Natural,fairtrade.jpg
2,5,2,1,66,Organico,Planalto Central,Natural,organic.jpg
7,5,2,2,66,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
13,5,2,3,66,Especial,Cerrado Mineiro,Lavado,special.jpg
13,5,3,1,67,Especial,Cerrado Mineiro,Lavado,special.jpg
3,5,3,2,67,Fair trade,Planalto Central,Natural,fairtrade.jpg
15,5,3,3,67,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
16,5,4,1,68,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
4,5,4,2,68,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
7,5,4,3,68,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
12,5,5,1,69,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
7,5,5,2,69,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
9,5,5,3,69,Especial,Planalto Central,Lavado,special.jpg
13,5,6,1,70,Especial,Cerrado Mineiro,Lavado,special.jpg
8,5,6,2,70,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
12,5,6,3,70,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
12,5,7,1,71,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
1,5,7,2,71,Especial,Planalto Central,Natural,special.jpg
5,5,7,3,71,Especial,Cerrado Mineiro,Natural,special.jpg
2,5,8,1,72,Organico,Planalto Central,Natural,organic.jpg
7,5,8,2,72,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
9,5,8,3,72,Especial,Planalto Central,Lavado,special.jpg
9,5,9,1,73,Especial,Planalto Central,Lavado,special.jpg
12,5,9,2,73,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
3,5,9,3,73,Fair trade,Planalto Central,Natural,fairtrade.jpg
11,5,10,1,74,Fair trade,Planalto Central,Lavado,fairtrade.jpg
12,5,10,2,74,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
10,5,10,3,74,Organico,Planalto Central,Lavado,organic.jpg
8,5,11,1,75,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
15,5,11,2,75,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
4,5,11,3,75,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
10,5,12,1,76,Organico,Planalto Central,Lavado,organic.jpg
13,5,12,2,76,Especial,Cerrado Mineiro,Lavado,special.jpg
14,5,12,3,76,Organico,Cerrado Mineiro,Lavado,organic.jpg
16,5,13,1,77,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
3,5,13,2,77,Fair trade,Planalto Central,Natural,fairtrade.jpg
4,5,13,3,77,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
1,5,14,1,78,Especial,Planalto Central,Natural,special.jpg
8,5,14,2,78,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
9,5,14,3,78,Especial,Planalto Central,Lavado,special.jpg
13,5,15,1,79,Especial,Cerrado Mineiro,Lavado,special.jpg
11,5,15,2,79,Fair trade,Planalto Central,Lavado,fairtrade.jpg
10,5,15,3,79,Organico,Planalto Central,Lavado,organic.jpg
8,5,16,1,80,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,5,16,2,80,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
1,5,16,3,80,Especial,Planalto Central,Natural,special.jpg
8,6,1,1,81,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
1,6,1,2,81,Especial,Planalto Central,Natural,special.jpg
3,6,1,3,81,Fair trade,Planalto Central,Natural,fairtrade.jpg
11,6,2,1,82,Fair trade,Planalto Central,Lavado,fairtrade.jpg
3,6,2,2,82,Fair trade,Planalto Central,Natural,fairtrade.jpg
7,6,2,3,82,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
7,6,3,1,83,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
5,6,3,2,83,Especial,Cerrado Mineiro,Natural,special.jpg
6,6,3,3,83,Organico,Cerrado Mineiro,Natural,organic.jpg
5,6,4,1,84,Especial,Cerrado Mineiro,Natural,special.jpg
3,6,4,2,84,Fair trade,Planalto Central,Natural,fairtrade.jpg
7,6,4,3,84,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
13,6,5,1,85,Especial,Cerrado Mineiro,Lavado,special.jpg
10,6,5,2,85,Organico,Planalto Central,Lavado,organic.jpg
12,6,5,3,85,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
9,6,6,1,86,Especial,Planalto Central,Lavado,special.jpg
8,6,6,2,86,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
11,6,6,3,86,Fair trade,Planalto Central,Lavado,fairtrade.jpg
4,6,7,1,87,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
10,6,7,2,87,Organico,Planalto Central,Lavado,organic.jpg
16,6,7,3,87,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
2,6,8,1,88,Organico,Planalto Central,Natural,organic.jpg
5,6,8,2,88,Especial,Cerrado Mineiro,Natural,special.jpg
10,6,8,3,88,Organico,Planalto Central,Lavado,organic.jpg
4,6,9,1,89,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
14,6,9,2,89,Organico,Cerrado Mineiro,Lavado,organic.jpg
5,6,9,3,89,Especial,Cerrado Mineiro,Natural,special.jpg
13,6,10,1,90,Especial,Cerrado Mineiro,Lavado,special.jpg
9,6,10,2,90,Especial,Planalto Central,Lavado,special.jpg
4,6,10,3,90,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
8,6,11,1,91,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
7,6,11,2,91,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
16,6,11,3,91,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
9,6,12,1,92,Especial,Planalto Central,Lavado,special.jpg
4,6,12,2,92,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
1,6,12,3,92,Especial,Planalto Central,Natural,special.jpg
11,6,13,1,93,Fair trade,Planalto Central,Lavado,fairtrade.jpg
5,6,13,2,93,Especial,Cerrado Mineiro,Natural,special.jpg
8,6,13,3,93,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
5,6,14,1,94,Especial,Cerrado Mineiro,Natural,special.jpg
2,6,14,2,94,Organico,Planalto Central,Natural,organic.jpg
1,6,14,3,94,Especial,Planalto Central,Natural,special.jpg
3,6,15,1,95,Fair trade,Planalto Central,Natural,fairtrade.jpg
2,6,15,2,95,Organico,Planalto Central,Natural,organic.jpg
7,6,15,3,95,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,6,16,1,96,Organico,Planalto Central,Natural,organic.jpg
5,6,16,2,96,Especial,Cerrado Mineiro,Natural,special.jpg
15,6,16,3,96,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
7,7,1,1,97,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
5,7,1,2,97,Especial,Cerrado Mineiro,Natural,special.jpg
6,7,1,3,97,Organico,Cerrado Mineiro,Natural,organic.jpg
14,7,2,1,98,Organico,Cerrado Mineiro,Lavado,organic.jpg
6,7,2,2,98,Organico,Cerrado Mineiro,Natural,organic.jpg
15,7,2,3,98,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
1,7,3,1,99,Especial,Planalto Central,Natural,special.jpg
4,7,3,2,99,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
14,7,3,3,99,Organico,Cerrado Mineiro,Lavado,organic.jpg
10,7,4,1,100,Organico,Planalto Central,Lavado,organic.jpg
2,7,4,2,100,Organico,Planalto Central,Natural,organic.jpg
8,7,4,3,100,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,7,5,1,101,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
6,7,5,2,101,Organico,Cerrado Mineiro,Natural,organic.jpg
8,7,5,3,101,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,7,6,1,102,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
6,7,6,2,102,Organico,Cerrado Mineiro,Natural,organic.jpg
3,7,6,3,102,Fair trade,Planalto Central,Natural,fairtrade.jpg
15,7,7,1,103,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
3,7,7,2,103,Fair trade,Planalto Central,Natural,fairtrade.jpg
14,7,7,3,103,Organico,Cerrado Mineiro,Lavado,organic.jpg
13,7,8,1,104,Especial,Cerrado Mineiro,Lavado,special.jpg
12,7,8,2,104,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
5,7,8,3,104,Especial,Cerrado Mineiro,Natural,special.jpg
13,7,9,1,105,Especial,Cerrado Mineiro,Lavado,special.jpg
10,7,9,2,105,Organico,Planalto Central,Lavado,organic.jpg
7,7,9,3,105,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
7,7,10,1,106,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
15,7,10,2,106,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
12,7,10,3,106,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
5,7,11,1,107,Especial,Cerrado Mineiro,Natural,special.jpg
6,7,11,2,107,Organico,Cerrado Mineiro,Natural,organic.jpg
11,7,11,3,107,Fair trade,Planalto Central,Lavado,fairtrade.jpg
15,7,12,1,108,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
11,7,12,2,108,Fair trade,Planalto Central,Lavado,fairtrade.jpg
2,7,12,3,108,Organico,Planalto Central,Natural,organic.jpg
1,7,13,1,109,Especial,Planalto Central,Natural,special.jpg
3,7,13,2,109,Fair trade,Planalto Central,Natural,fairtrade.jpg
14,7,13,3,109,Organico,Cerrado Mineiro,Lavado,organic.jpg
12,7,14,1,110,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
6,7,14,2,110,Organico,Cerrado Mineiro,Natural,organic.jpg
9,7,14,3,110,Especial,Planalto Central,Lavado,special.jpg
1,7,15,1,111,Especial,Planalto Central,Natural,special.jpg
7,7,15,2,111,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
11,7,15,3,111,Fair trade,Planalto Central,Lavado,fairtrade.jpg
3,7,16,1,112,Fair trade,Planalto Central,Natural,fairtrade.jpg
16,7,16,2,112,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
5,7,16,3,112,Especial,Cerrado Mineiro,Natural,special.jpg
14,8,1,1,113,Organico,Cerrado Mineiro,Lavado,organic.jpg
13,8,1,2,113,Especial,Cerrado Mineiro,Lavado,special.jpg
6,8,1,3,113,Organico,Cerrado Mineiro,Natural,organic.jpg
15,8,2,1,114,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
7,8,2,2,114,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
10,8,2,3,114,Organico,Planalto Central,Lavado,organic.jpg
16,8,3,1,115,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
1,8,3,2,115,Especial,Planalto Central,Natural,special.jpg
10,8,3,3,115,Organico,Planalto Central,Lavado,organic.jpg
13,8,4,1,116,Especial,Cerrado Mineiro,Lavado,special.jpg
6,8,4,2,116,Organico,Cerrado Mineiro,Natural,organic.jpg
11,8,4,3,116,Fair trade,Planalto Central,Lavado,fairtrade.jpg
12,8,5,1,117,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
13,8,5,2,117,Especial,Cerrado Mineiro,Lavado,special.jpg
6,8,5,3,117,Organico,Cerrado Mineiro,Natural,organic.jpg
5,8,6,1,118,Especial,Cerrado Mineiro,Natural,special.jpg
11,8,6,2,118,Fair trade,Planalto Central,Lavado,fairtrade.jpg
1,8,6,3,118,Especial,Planalto Central,Natural,special.jpg
4,8,7,1,119,Rainforestry Alliance,Planalto Central,Natural,agroforestry.jpg
3,8,7,2,119,Fair trade,Planalto Central,Natural,fairtrade.jpg
8,8,7,3,119,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
13,8,8,1,120,Especial,Cerrado Mineiro,Lavado,special.jpg
5,8,8,2,120,Especial,Cerrado Mineiro,Natural,special.jpg
14,8,8,3,120,Organico,Cerrado Mineiro,Lavado,organic.jpg
3,8,9,1,121,Fair trade,Planalto Central,Natural,fairtrade.jpg
12,8,9,2,121,Rainforestry Alliance,Planalto Central,Lavado,agroforestry.jpg
16,8,9,3,121,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
15,8,10,1,122,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
1,8,10,2,122,Especial,Planalto Central,Natural,special.jpg
6,8,10,3,122,Organico,Cerrado Mineiro,Natural,organic.jpg
