profileID,respID,qID,altID,obsID,Certification,Origin,Processing,image
8,2,9,2,25,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
16,2,9,3,25,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
4,2,10,1,26,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
10,2,10,2,26,Organic,Brazil Central,Washed,organic2.jpg
3,2,10,3,26,Fair trade,Brazil Central,Natural,fairtrade.jpg
3,2,11,1,27,Fair trade,Brazil Central,Natural,fairtrade.jpg
2,2,11,2,27,Organic,Brazil Central,Natural,organic2.jpg
7,2,11,3,27,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
12,2,12,1,28,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
5,2,12,2,28,Special,Cerrado Mineiro,Natural,special.jpg
7,2,12,3,28,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
9,2,13,1,29,Special,Brazil Central,Washed,special.jpg
8,2,13,2,29,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
10,2,13,3,29,Organic,Brazil Central,Washed,organic2.jpg
13,2,14,1,30,Special,Cerrado Mineiro,Washed,special.jpg
9,2,14,2,30,Special,Brazil Central,Washed,special.jpg
1,2,14,3,30,Special,Brazil Central,Natural,special.jpg
6,2,15,1,31,Organic,Cerrado Mineiro,Natural,organic2.jpg
12,2,15,2,31,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
9,2,15,3,31,Special,Brazil Central,Washed,special.jpg
3,2,16,1,32,Fair trade,Brazil Central,Natural,fairtrade.jpg
6,2,16,2,32,Organic,Cerrado Mineiro,Natural,organic2.jpg
5,2,16,3,32,Special,Cerrado Mineiro,Natural,special.jpg
6,3,1,1,33,Organic,Cerrado Mineiro,Natural,organic2.jpg
12,3,1,2,33,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
4,3,1,3,33,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
6,3,2,1,34,Organic,Cerrado Mineiro,Natural,organic2.jpg
3,3,2,2,34,Fair trade,Brazil Central,Natural,fairtrade.jpg
15,3,2,3,34,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
8,3,3,1,35,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
2,3,3,2,35,Organic,Brazil Central,Natural,organic2.jpg
14,3,3,3,35,Organic,Cerrado Mineiro,Washed,organic2.jpg
11,3,4,1,36,Fair trade,Brazil Central,Washed,fairtrade.jpg
6,3,4,2,36,Organic,Cerrado Mineiro,Natural,organic2.jpg
15,3,4,3,36,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
6,3,5,1,37,Organic,Cerrado Mineiro,Natural,organic2.jpg
8,3,5,2,37,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
11,3,5,3,37,Fair trade,Brazil Central,Washed,fairtrade.jpg
5,3,6,1,38,Special,Cerrado Mineiro,Natural,special.jpg
13,3,6,2,38,Special,Cerrado Mineiro,Washed,special.jpg
15,3,6,3,38,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
4,3,7,1,39,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
14,3,7,2,39,Organic,Cerrado Mineiro,Washed,organic2.jpg
10,3,7,3,39,Organic,Brazil Central,Washed,organic2.jpg
7,3,8,1,40,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
5,3,8,2,40,Special,Cerrado Mineiro,Natural,special.jpg
2,3,8,3,40,Organic,Brazil Central,Natural,organic2.jpg
14,3,9,1,41,Organic,Cerrado Mineiro,Washed,organic2.jpg
7,3,9,2,41,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
11,3,9,3,41,Fair trade,Brazil Central,Washed,fairtrade.jpg
16,3,10,1,42,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
4,3,10,2,42,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
3,3,10,3,42,Fair trade,Brazil Central,Natural,fairtrade.jpg
5,3,11,1,43,Special,Cerrado Mineiro,Natural,special.jpg
1,3,11,2,43,Special,Brazil Central,Natural,special.jpg
4,3,11,3,43,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
2,3,12,1,44,Organic,Brazil Central,Natural,organic2.jpg
4,3,12,2,44,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
5,3,12,3,44,Special,Cerrado Mineiro,Natural,special.jpg
7,3,13,1,45,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,3,13,2,45,Special,Brazil Central,Natural,special.jpg
3,3,13,3,45,Fair trade,Brazil Central,Natural,fairtrade.jpg
6,3,14,1,46,Organic,Cerrado Mineiro,Natural,organic2.jpg
14,3,14,2,46,Organic,Cerrado Mineiro,Washed,organic2.jpg
2,3,14,3,46,Organic,Brazil Central,Natural,organic2.jpg
12,3,15,1,47,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
1,3,15,2,47,Special,Brazil Central,Natural,special.jpg
8,3,15,3,47,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
4,3,16,1,48,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
10,3,16,2,48,Organic,Brazil Central,Washed,organic2.jpg
13,3,16,3,48,Special,Cerrado Mineiro,Washed,special.jpg
11,4,1,1,49,Fair trade,Brazil Central,Washed,fairtrade.jpg
5,4,1,2,49,Special,Cerrado Mineiro,Natural,special.jpg
10,4,1,3,49,Organic,Brazil Central,Washed,organic2.jpg
3,4,2,1,50,Fair trade,Brazil Central,Natural,fairtrade.jpg
13,4,2,2,50,Special,Cerrado Mineiro,Washed,special.jpg
16,4,2,3,50,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
16,4,3,1,51,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
11,4,3,2,51,Fair trade,Brazil Central,Washed,fairtrade.jpg
9,4,3,3,51,Special,Brazil Central,Washed,special.jpg
7,4,4,1,52,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,4,4,2,52,Special,Brazil Central,Natural,special.jpg
9,4,4,3,52,Special,Brazil Central,Washed,special.jpg
8,4,5,1,53,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
4,4,5,2,53,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
6,4,5,3,53,Organic,Cerrado Mineiro,Natural,organic2.jpg
13,4,6,1,54,Special,Cerrado Mineiro,Washed,special.jpg
15,4,6,2,54,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
9,4,6,3,54,Special,Brazil Central,Washed,special.jpg
16,4,7,1,55,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
15,4,7,2,55,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
1,4,7,3,55,Special,Brazil Central,Natural,special.jpg
2,4,8,1,56,Organic,Brazil Central,Natural,organic2.jpg
8,4,8,2,56,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
5,4,8,3,56,Special,Cerrado Mineiro,Natural,special.jpg
2,4,9,1,57,Organic,Brazil Central,Natural,organic2.jpg
14,4,9,2,57,Organic,Cerrado Mineiro,Washed,organic2.jpg
9,4,9,3,57,Special,Brazil Central,Washed,special.jpg
6,4,10,1,58,Organic,Cerrado Mineiro,Natural,organic2.jpg
11,4,10,2,58,Fair trade,Brazil Central,Washed,fairtrade.jpg
7,4,10,3,58,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
10,4,11,1,59,Organic,Brazil Central,Washed,organic2.jpg
2,4,11,2,59,Organic,Brazil Central,Natural,organic2.jpg
1,4,11,3,59,Special,Brazil Central,Natural,special.jpg
1,4,12,1,60,Special,Brazil Central,Natural,special.jpg
2,4,12,2,60,Organic,Brazil Central,Natural,organic2.jpg
16,4,12,3,60,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
5,4,13,1,61,Special,Cerrado Mineiro,Natural,special.jpg
15,4,13,2,61,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
1,4,13,3,61,Special,Brazil Central,Natural,special.jpg
16,4,14,1,62,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
13,4,14,2,62,Special,Cerrado Mineiro,Washed,special.jpg
6,4,14,3,62,Organic,Cerrado Mineiro,Natural,organic2.jpg
11,4,15,1,63,Fair trade,Brazil Central,Washed,fairtrade.jpg
6,4,15,2,63,Organic,Cerrado Mineiro,Natural,organic2.jpg
1,4,15,3,63,Special,Brazil Central,Natural,special.jpg
14,4,16,1,64,Organic,Cerrado Mineiro,Washed,organic2.jpg
7,4,16,2,64,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,4,16,3,64,Organic,Brazil Central,Natural,organic2.jpg
5,5,1,1,65,Special,Cerrado Mineiro,Natural,special.jpg
13,5,1,2,65,Special,Cerrado Mineiro,Washed,special.jpg
1,5,1,3,65,Special,Brazil Central,Natural,special.jpg
5,5,2,1,66,Special,Cerrado Mineiro,Natural,special.jpg
4,5,2,2,66,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
7,5,2,3,66,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,5,3,1,67,Organic,Brazil Central,Natural,organic2.jpg
16,5,3,2,67,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
14,5,3,3,67,Organic,Cerrado Mineiro,Washed,organic2.jpg
2,5,4,1,68,Organic,Brazil Central,Natural,organic2.jpg
4,5,4,2,68,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
9,5,4,3,68,Special,Brazil Central,Washed,special.jpg
11,5,5,1,69,Fair trade,Brazil Central,Washed,fairtrade.jpg
5,5,5,2,69,Special,Cerrado Mineiro,Natural,special.jpg
7,5,5,3,69,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,5,6,1,70,Special,Brazil Central,Natural,special.jpg
9,5,6,2,70,Special,Brazil Central,Washed,special.jpg
3,5,6,3,70,Fair trade,Brazil Central,Natural,fairtrade.jpg
13,5,7,1,71,Special,Cerrado Mineiro,Washed,special.jpg
1,5,7,2,71,Special,Brazil Central,Natural,special.jpg
8,5,7,3,71,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
7,5,8,1,72,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
4,5,8,2,72,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
9,5,8,3,72,Special,Brazil Central,Washed,special.jpg
7,5,9,1,73,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
5,5,9,2,73,Special,Cerrado Mineiro,Natural,special.jpg
9,5,9,3,73,Special,Brazil Central,Washed,special.jpg
13,5,10,1,74,Special,Cerrado Mineiro,Washed,special.jpg
2,5,10,2,74,Organic,Brazil Central,Natural,organic2.jpg
3,5,10,3,74,Fair trade,Brazil Central,Natural,fairtrade.jpg
1,5,11,1,75,Special,Brazil Central,Natural,special.jpg
4,5,11,2,75,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
10,5,11,3,75,Organic,Brazil Central,Washed,organic2.jpg
10,5,12,1,76,Organic,Brazil Central,Washed,organic2.jpg
16,5,12,2,76,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
6,5,12,3,76,Organic,Cerrado Mineiro,Natural,organic2.jpg
5,5,13,1,77,Special,Cerrado Mineiro,Natural,special.jpg
13,5,13,2,77,Special,Cerrado Mineiro,Washed,special.jpg
3,5,13,3,77,Fair trade,Brazil Central,Natural,fairtrade.jpg
15,5,14,1,78,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
7,5,14,2,78,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
13,5,14,3,78,Special,Cerrado Mineiro,Washed,special.jpg
12,5,15,1,79,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
4,5,15,2,79,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
10,5,15,3,79,Organic,Brazil Central,Washed,organic2.jpg
1,5,16,1,80,Special,Brazil Central,Natural,special.jpg
11,5,16,2,80,Fair trade,Brazil Central,Washed,fairtrade.jpg
10,5,16,3,80,Organic,Brazil Central,Washed,organic2.jpg
1,6,1,1,81,Special,Brazil Central,Natural,special.jpg
9,6,1,2,81,Special,Brazil Central,Washed,special.jpg
4,6,1,3,81,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
2,6,2,1,82,Organic,Brazil Central,Natural,organic2.jpg
6,6,2,2,82,Organic,Cerrado Mineiro,Natural,organic2.jpg
9,6,2,3,82,Special,Brazil Central,Washed,special.jpg
15,6,3,1,83,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
14,6,3,2,83,Organic,Cerrado Mineiro,Washed,organic2.jpg
1,6,3,3,83,Special,Brazil Central,Natural,special.jpg
3,6,4,1,84,Fair trade,Brazil Central,Natural,fairtrade.jpg
7,6,4,2,84,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,6,4,3,84,Organic,Cerrado Mineiro,Natural,organic2.jpg
12,6,5,1,85,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
6,6,5,2,85,Organic,Cerrado Mineiro,Natural,organic2.jpg
1,6,5,3,85,Special,Brazil Central,Natural,special.jpg
9,6,6,1,86,Special,Brazil Central,Washed,special.jpg
10,6,6,2,86,Organic,Brazil Central,Washed,organic2.jpg
8,6,6,3,86,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
12,6,7,1,87,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
13,6,7,2,87,Special,Cerrado Mineiro,Washed,special.jpg
5,6,7,3,87,Special,Cerrado Mineiro,Natural,special.jpg
15,6,8,1,88,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
11,6,8,2,88,Fair trade,Brazil Central,Washed,fairtrade.jpg
6,6,8,3,88,Organic,Cerrado Mineiro,Natural,organic2.jpg
12,6,9,1,89,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
5,6,9,2,89,Special,Cerrado Mineiro,Natural,special.jpg
3,6,9,3,89,Fair trade,Brazil Central,Natural,fairtrade.jpg
13,6,10,1,90,Special,Cerrado Mineiro,Washed,special.jpg
16,6,10,2,90,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
4,6,10,3,90,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
16,6,11,1,91,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
12,6,11,2,91,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
13,6,11,3,91,Special,Cerrado Mineiro,Washed,special.jpg
13,6,12,1,92,Special,Cerrado Mineiro,Washed,special.jpg
4,6,12,2,92,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
9,6,12,3,92,Special,Brazil Central,Washed,special.jpg
3,6,13,1,93,Fair trade,Brazil Central,Natural,fairtrade.jpg
11,6,13,2,93,Fair trade,Brazil Central,Washed,fairtrade.jpg
5,6,13,3,93,Special,Cerrado Mineiro,Natural,special.jpg
12,6,14,1,94,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
10,6,14,2,94,Organic,Brazil Central,Washed,organic2.jpg
8,6,14,3,94,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
4,6,15,1,95,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
11,6,15,2,95,Fair trade,Brazil Central,Washed,fairtrade.jpg
12,6,15,3,95,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
4,6,16,1,96,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
8,6,16,2,96,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
11,6,16,3,96,Fair trade,Brazil Central,Washed,fairtrade.jpg
3,7,1,1,97,Fair trade,Brazil Central,Natural,fairtrade.jpg
16,7,1,2,97,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
13,7,1,3,97,Special,Cerrado Mineiro,Washed,special.jpg
13,7,2,1,98,Special,Cerrado Mineiro,Washed,special.jpg
3,7,2,2,98,Fair trade,Brazil Central,Natural,fairtrade.jpg
14,7,2,3,98,Organic,Cerrado Mineiro,Washed,organic2.jpg
3,7,3,1,99,Fair trade,Brazil Central,Natural,fairtrade.jpg
15,7,3,2,99,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
9,7,3,3,99,Special,Brazil Central,Washed,special.jpg
1,7,4,1,100,Special,Brazil Central,Natural,special.jpg
9,7,4,2,100,Special,Brazil Central,Washed,special.jpg
11,7,4,3,100,Fair trade,Brazil Central,Washed,fairtrade.jpg
5,7,5,1,101,Special,Cerrado Mineiro,Natural,special.jpg
16,7,5,2,101,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
9,7,5,3,101,Special,Brazil Central,Washed,special.jpg
1,7,6,1,102,Special,Brazil Central,Natural,special.jpg
8,7,6,2,102,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
16,7,6,3,102,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
6,7,7,1,103,Organic,Cerrado Mineiro,Natural,organic2.jpg
5,7,7,2,103,Special,Cerrado Mineiro,Natural,special.jpg
3,7,7,3,103,Fair trade,Brazil Central,Natural,fairtrade.jpg
4,7,8,1,104,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
9,7,8,2,104,Special,Brazil Central,Washed,special.jpg
8,7,8,3,104,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
13,7,9,1,105,Special,Cerrado Mineiro,Washed,special.jpg
5,7,9,2,105,Special,Cerrado Mineiro,Natural,special.jpg
2,7,9,3,105,Organic,Brazil Central,Natural,organic2.jpg
16,7,10,1,106,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
9,7,10,2,106,Special,Brazil Central,Washed,special.jpg
3,7,10,3,106,Fair trade,Brazil Central,Natural,fairtrade.jpg
11,7,11,1,107,Fair trade,Brazil Central,Washed,fairtrade.jpg
7,7,11,2,107,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
13,7,11,3,107,Special,Cerrado Mineiro,Washed,special.jpg
9,7,12,1,108,Special,Brazil Central,Washed,special.jpg
14,7,12,2,108,Organic,Cerrado Mineiro,Washed,organic2.jpg
1,7,12,3,108,Special,Brazil Central,Natural,special.jpg
14,7,13,1,109,Organic,Cerrado Mineiro,Washed,organic2.jpg
1,7,13,2,109,Special,Brazil Central,Natural,special.jpg
13,7,13,3,109,Special,Cerrado Mineiro,Washed,special.jpg
10,7,14,1,110,Organic,Brazil Central,Washed,organic2.jpg
9,7,14,2,110,Special,Brazil Central,Washed,special.jpg
6,7,14,3,110,Organic,Cerrado Mineiro,Natural,organic2.jpg
11,7,15,1,111,Fair trade,Brazil Central,Washed,fairtrade.jpg
16,7,15,2,111,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
5,7,15,3,111,Special,Cerrado Mineiro,Natural,special.jpg
2,7,16,1,112,Organic,Brazil Central,Natural,organic2.jpg
16,7,16,2,112,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
5,7,16,3,112,Special,Cerrado Mineiro,Natural,special.jpg
1,8,1,1,113,Special,Brazil Central,Natural,special.jpg
16,8,1,2,113,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
6,8,1,3,113,Organic,Cerrado Mineiro,Natural,organic2.jpg
11,8,2,1,114,Fair trade,Brazil Central,Washed,fairtrade.jpg
7,8,2,2,114,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
12,8,2,3,114,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
4,8,3,1,115,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
6,8,3,2,115,Organic,Cerrado Mineiro,Natural,organic2.jpg
9,8,3,3,115,Special,Brazil Central,Washed,special.jpg
4,8,4,1,116,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
2,8,4,2,116,Organic,Brazil Central,Natural,organic2.jpg
6,8,4,3,116,Organic,Cerrado Mineiro,Natural,organic2.jpg
10,8,5,1,117,Organic,Brazil Central,Washed,organic2.jpg
8,8,5,2,117,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
1,8,5,3,117,Special,Brazil Central,Natural,special.jpg
2,8,6,1,118,Organic,Brazil Central,Natural,organic2.jpg
11,8,6,2,118,Fair trade,Brazil Central,Washed,fairtrade.jpg
15,8,6,3,118,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
2,8,7,1,119,Organic,Brazil Central,Natural,organic2.jpg
16,8,7,2,119,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
6,8,7,3,119,Organic,Cerrado Mineiro,Natural,organic2.jpg
13,8,8,1,120,Special,Cerrado Mineiro,Washed,special.jpg
15,8,8,2,120,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
7,8,8,3,120,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
16,8,9,1,121,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
2,8,9,2,121,Organic,Brazil Central,Natural,organic2.jpg
15,8,9,3,121,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
6,8,10,1,122,Organic,Cerrado Mineiro,Natural,organic2.jpg
12,8,10,2,122,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
7,8,10,3,122,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,8,11,1,123,Organic,Brazil Central,Natural,organic2.jpg
6,8,11,2,123,Organic,Cerrado Mineiro,Natural,organic2.jpg
12,8,11,3,123,Agroforestry system,Brazil Central,Washed,agroforestry.jpg
7,8,12,1,124,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
8,8,12,2,124,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
14,8,12,3,124,Organic,Cerrado Mineiro,Washed,organic2.jpg
15,8,13,1,125,Fair trade,Cerrado Mineiro,Washed,fairtrade.jpg
16,8,13,2,125,Agroforestry system,Cerrado Mineiro,Washed,agroforestry.jpg
11,8,13,3,125,Fair trade,Brazil Central,Washed,fairtrade.jpg
5,8,14,1,126,Special,Cerrado Mineiro,Natural,special.jpg
7,8,14,2,126,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
8,8,14,3,126,Agroforestry system,Cerrado Mineiro,Natural,agroforestry.jpg
2,8,15,1,127,Organic,Brazil Central,Natural,organic2.jpg
7,8,15,2,127,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
4,8,15,3,127,Agroforestry system,Brazil Central,Natural,agroforestry.jpg
5,8,16,1,128,Special,Cerrado Mineiro,Natural,special.jpg
2,8,16,2,128,Organic,Brazil Central,Natural,organic2.jpg
