profileID,respID,qID,altID,obsID,Certification,Origin,Processing,image
2,3,5,3,37,Organico,Cerrado de Altitude,Natural,organic.jpg
11,3,6,1,38,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
1,3,6,2,38,Especial,Cerrado de Altitude,Natural,special.jpg
15,3,6,3,38,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
9,3,7,1,39,Especial,Cerrado de Altitude,Lavado,special.jpg
13,3,7,2,39,Especial,Cerrado Mineiro,Lavado,special.jpg
2,3,7,3,39,Organico,Cerrado de Altitude,Natural,organic.jpg
4,3,8,1,40,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
5,3,8,2,40,Especial,Cerrado Mineiro,Natural,special.jpg
11,3,8,3,40,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
7,3,9,1,41,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,3,9,2,41,Organico,Cerrado Mineiro,Natural,organic.jpg
3,3,9,3,41,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
4,3,10,1,42,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
10,3,10,2,42,Organico,Cerrado de Altitude,Lavado,organic.jpg
13,3,10,3,42,Especial,Cerrado Mineiro,Lavado,special.jpg
3,3,11,1,43,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
15,3,11,2,43,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
5,3,11,3,43,Especial,Cerrado Mineiro,Natural,special.jpg
3,3,12,1,44,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
12,3,12,2,44,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
16,3,12,3,44,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
3,3,13,1,45,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
14,3,13,2,45,Organico,Cerrado Mineiro,Lavado,organic.jpg
13,3,13,3,45,Especial,Cerrado Mineiro,Lavado,special.jpg
9,3,14,1,46,Especial,Cerrado de Altitude,Lavado,special.jpg
1,3,14,2,46,Especial,Cerrado de Altitude,Natural,special.jpg
15,3,14,3,46,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
3,3,15,1,47,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
6,3,15,2,47,Organico,Cerrado Mineiro,Natural,organic.jpg
2,3,15,3,47,Organico,Cerrado de Altitude,Natural,organic.jpg
16,3,16,1,48,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
8,3,16,2,48,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
7,3,16,3,48,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
8,4,1,1,49,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,4,1,2,49,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
14,4,1,3,49,Organico,Cerrado Mineiro,Lavado,organic.jpg
16,4,2,1,50,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
5,4,2,2,50,Especial,Cerrado Mineiro,Natural,special.jpg
2,4,2,3,50,Organico,Cerrado de Altitude,Natural,organic.jpg
8,4,3,1,51,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
1,4,3,2,51,Especial,Cerrado de Altitude,Natural,special.jpg
13,4,3,3,51,Especial,Cerrado Mineiro,Lavado,special.jpg
6,4,4,1,52,Organico,Cerrado Mineiro,Natural,organic.jpg
8,4,4,2,52,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
11,4,4,3,52,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
7,4,5,1,53,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,4,5,2,53,Especial,Cerrado de Altitude,Natural,special.jpg
4,4,5,3,53,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
9,4,6,1,54,Especial,Cerrado de Altitude,Lavado,special.jpg
13,4,6,2,54,Especial,Cerrado Mineiro,Lavado,special.jpg
3,4,6,3,54,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
1,4,7,1,55,Especial,Cerrado de Altitude,Natural,special.jpg
5,4,7,2,55,Especial,Cerrado Mineiro,Natural,special.jpg
8,4,7,3,55,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
12,4,8,1,56,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
4,4,8,2,56,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
5,4,8,3,56,Especial,Cerrado Mineiro,Natural,special.jpg
1,4,9,1,57,Especial,Cerrado de Altitude,Natural,special.jpg
3,4,9,2,57,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
7,4,9,3,57,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
9,4,10,1,58,Especial,Cerrado de Altitude,Lavado,special.jpg
2,4,10,2,58,Organico,Cerrado de Altitude,Natural,organic.jpg
4,4,10,3,58,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
16,4,11,1,59,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
9,4,11,2,59,Especial,Cerrado de Altitude,Lavado,special.jpg
12,4,11,3,59,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
11,4,12,1,60,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
8,4,12,2,60,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
9,4,12,3,60,Especial,Cerrado de Altitude,Lavado,special.jpg
4,4,13,1,61,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
6,4,13,2,61,Organico,Cerrado Mineiro,Natural,organic.jpg
14,4,13,3,61,Organico,Cerrado Mineiro,Lavado,organic.jpg
8,4,14,1,62,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
12,4,14,2,62,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
2,4,14,3,62,Organico,Cerrado de Altitude,Natural,organic.jpg
1,4,15,1,63,Especial,Cerrado de Altitude,Natural,special.jpg
8,4,15,2,63,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
12,4,15,3,63,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
11,4,16,1,64,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
1,4,16,2,64,Especial,Cerrado de Altitude,Natural,special.jpg
9,4,16,3,64,Especial,Cerrado de Altitude,Lavado,special.jpg
1,5,1,1,65,Especial,Cerrado de Altitude,Natural,special.jpg
5,5,1,2,65,Especial,Cerrado Mineiro,Natural,special.jpg
10,5,1,3,65,Organico,Cerrado de Altitude,Lavado,organic.jpg
6,5,2,1,66,Organico,Cerrado Mineiro,Natural,organic.jpg
3,5,2,2,66,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
15,5,2,3,66,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
8,5,3,1,67,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
5,5,3,2,67,Especial,Cerrado Mineiro,Natural,special.jpg
13,5,3,3,67,Especial,Cerrado Mineiro,Lavado,special.jpg
2,5,4,1,68,Organico,Cerrado de Altitude,Natural,organic.jpg
4,5,4,2,68,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
13,5,4,3,68,Especial,Cerrado Mineiro,Lavado,special.jpg
12,5,5,1,69,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
11,5,5,2,69,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
14,5,5,3,69,Organico,Cerrado Mineiro,Lavado,organic.jpg
14,5,6,1,70,Organico,Cerrado Mineiro,Lavado,organic.jpg
2,5,6,2,70,Organico,Cerrado de Altitude,Natural,organic.jpg
15,5,6,3,70,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
10,5,7,1,71,Organico,Cerrado de Altitude,Lavado,organic.jpg
16,5,7,2,71,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
7,5,7,3,71,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
11,5,8,1,72,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
1,5,8,2,72,Especial,Cerrado de Altitude,Natural,special.jpg
3,5,8,3,72,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
9,5,9,1,73,Especial,Cerrado de Altitude,Lavado,special.jpg
13,5,9,2,73,Especial,Cerrado Mineiro,Lavado,special.jpg
15,5,9,3,73,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
15,5,10,1,74,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
5,5,10,2,74,Especial,Cerrado Mineiro,Natural,special.jpg
11,5,10,3,74,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
8,5,11,1,75,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
4,5,11,2,75,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
14,5,11,3,75,Organico,Cerrado Mineiro,Lavado,organic.jpg
11,5,12,1,76,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
1,5,12,2,76,Especial,Cerrado de Altitude,Natural,special.jpg
12,5,12,3,76,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
1,5,13,1,77,Especial,Cerrado de Altitude,Natural,special.jpg
5,5,13,2,77,Especial,Cerrado Mineiro,Natural,special.jpg
3,5,13,3,77,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
13,5,14,1,78,Especial,Cerrado Mineiro,Lavado,special.jpg
14,5,14,2,78,Organico,Cerrado Mineiro,Lavado,organic.jpg
5,5,14,3,78,Especial,Cerrado Mineiro,Natural,special.jpg
13,5,15,1,79,Especial,Cerrado Mineiro,Lavado,special.jpg
12,5,15,2,79,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
6,5,15,3,79,Organico,Cerrado Mineiro,Natural,organic.jpg
4,5,16,1,80,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
14,5,16,2,80,Organico,Cerrado Mineiro,Lavado,organic.jpg
16,5,16,3,80,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
5,6,1,1,81,Especial,Cerrado Mineiro,Natural,special.jpg
6,6,1,2,81,Organico,Cerrado Mineiro,Natural,organic.jpg
11,6,1,3,81,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
3,6,2,1,82,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
9,6,2,2,82,Especial,Cerrado de Altitude,Lavado,special.jpg
7,6,2,3,82,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
12,6,3,1,83,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
7,6,3,2,83,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,6,3,3,83,Especial,Cerrado de Altitude,Natural,special.jpg
8,6,4,1,84,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
2,6,4,2,84,Organico,Cerrado de Altitude,Natural,organic.jpg
10,6,4,3,84,Organico,Cerrado de Altitude,Lavado,organic.jpg
3,6,5,1,85,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
13,6,5,2,85,Especial,Cerrado Mineiro,Lavado,special.jpg
8,6,5,3,85,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
8,6,6,1,86,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
3,6,6,2,86,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
14,6,6,3,86,Organico,Cerrado Mineiro,Lavado,organic.jpg
10,6,7,1,87,Organico,Cerrado de Altitude,Lavado,organic.jpg
9,6,7,2,87,Especial,Cerrado de Altitude,Lavado,special.jpg
11,6,7,3,87,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
5,6,8,1,88,Especial,Cerrado Mineiro,Natural,special.jpg
1,6,8,2,88,Especial,Cerrado de Altitude,Natural,special.jpg
15,6,8,3,88,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
5,6,9,1,89,Especial,Cerrado Mineiro,Natural,special.jpg
1,6,9,2,89,Especial,Cerrado de Altitude,Natural,special.jpg
9,6,9,3,89,Especial,Cerrado de Altitude,Lavado,special.jpg
14,6,10,1,90,Organico,Cerrado Mineiro,Lavado,organic.jpg
15,6,10,2,90,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
7,6,10,3,90,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
11,6,11,1,91,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
3,6,11,2,91,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
7,6,11,3,91,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,6,12,1,92,Organico,Cerrado Mineiro,Natural,organic.jpg
7,6,12,2,92,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
15,6,12,3,92,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
6,6,13,1,93,Organico,Cerrado Mineiro,Natural,organic.jpg
13,6,13,2,93,Especial,Cerrado Mineiro,Lavado,special.jpg
1,6,13,3,93,Especial,Cerrado de Altitude,Natural,special.jpg
10,6,14,1,94,Organico,Cerrado de Altitude,Lavado,organic.jpg
13,6,14,2,94,Especial,Cerrado Mineiro,Lavado,special.jpg
4,6,14,3,94,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
6,6,15,1,95,Organico,Cerrado Mineiro,Natural,organic.jpg
10,6,15,2,95,Organico,Cerrado de Altitude,Lavado,organic.jpg
4,6,15,3,95,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
16,6,16,1,96,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
15,6,16,2,96,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
7,6,16,3,96,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
3,7,1,1,97,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
12,7,1,2,97,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
10,7,1,3,97,Organico,Cerrado de Altitude,Lavado,organic.jpg
10,7,2,1,98,Organico,Cerrado de Altitude,Lavado,organic.jpg
1,7,2,2,98,Especial,Cerrado de Altitude,Natural,special.jpg
13,7,2,3,98,Especial,Cerrado Mineiro,Lavado,special.jpg
4,7,3,1,99,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
8,7,3,2,99,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
3,7,3,3,99,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
7,7,4,1,100,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
2,7,4,2,100,Organico,Cerrado de Altitude,Natural,organic.jpg
8,7,4,3,100,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
8,7,5,1,101,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
10,7,5,2,101,Organico,Cerrado de Altitude,Lavado,organic.jpg
1,7,5,3,101,Especial,Cerrado de Altitude,Natural,special.jpg
16,7,6,1,102,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
4,7,6,2,102,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
6,7,6,3,102,Organico,Cerrado Mineiro,Natural,organic.jpg
2,7,7,1,103,Organico,Cerrado de Altitude,Natural,organic.jpg
3,7,7,2,103,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
6,7,7,3,103,Organico,Cerrado Mineiro,Natural,organic.jpg
1,7,8,1,104,Especial,Cerrado de Altitude,Natural,special.jpg
5,7,8,2,104,Especial,Cerrado Mineiro,Natural,special.jpg
16,7,8,3,104,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
15,7,9,1,105,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
4,7,9,2,105,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
1,7,9,3,105,Especial,Cerrado de Altitude,Natural,special.jpg
7,7,10,1,106,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
12,7,10,2,106,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
1,7,10,3,106,Especial,Cerrado de Altitude,Natural,special.jpg
10,7,11,1,107,Organico,Cerrado de Altitude,Lavado,organic.jpg
5,7,11,2,107,Especial,Cerrado Mineiro,Natural,special.jpg
1,7,11,3,107,Especial,Cerrado de Altitude,Natural,special.jpg
7,7,12,1,108,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
6,7,12,2,108,Organico,Cerrado Mineiro,Natural,organic.jpg
3,7,12,3,108,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
14,7,13,1,109,Organico,Cerrado Mineiro,Lavado,organic.jpg
15,7,13,2,109,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
6,7,13,3,109,Organico,Cerrado Mineiro,Natural,organic.jpg
3,7,14,1,110,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
15,7,14,2,110,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
8,7,14,3,110,Rainforestry Alliance,Cerrado Mineiro,Natural,agroforestry.jpg
14,7,15,1,111,Organico,Cerrado Mineiro,Lavado,organic.jpg
2,7,15,2,111,Organico,Cerrado de Altitude,Natural,organic.jpg
11,7,15,3,111,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
15,7,16,1,112,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
16,7,16,2,112,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
13,7,16,3,112,Especial,Cerrado Mineiro,Lavado,special.jpg
12,8,1,1,113,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
3,8,1,2,113,Fair trade,Cerrado de Altitude,Natural,fairtrade.jpg
2,8,1,3,113,Organico,Cerrado de Altitude,Natural,organic.jpg
12,8,2,1,114,Rainforestry Alliance,Cerrado de Altitude,Lavado,agroforestry.jpg
16,8,2,2,114,Rainforestry Alliance,Cerrado Mineiro,Lavado,agroforestry.jpg
15,8,2,3,114,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
15,8,3,1,115,Fair trade,Cerrado Mineiro,Lavado,fairtrade.jpg
7,8,3,2,115,Fair trade,Cerrado Mineiro,Natural,fairtrade.jpg
1,8,3,3,115,Especial,Cerrado de Altitude,Natural,special.jpg
4,8,4,1,116,Rainforestry Alliance,Cerrado de Altitude,Natural,agroforestry.jpg
6,8,4,2,116,Organico,Cerrado Mineiro,Natural,organic.jpg
11,8,4,3,116,Fair trade,Cerrado de Altitude,Lavado,fairtrade.jpg
